municipio_codigo;municipio_nombre;sexo;nacionalidad_de_la_madre;numero_nacimientos
073; Humanes de Madrid;Hombre;América del Norte;0
073; Humanes de Madrid;Hombre;América del Sur;0
073; Humanes de Madrid;Hombre;Apátridas;0
073; Humanes de Madrid;Hombre;Asia;2
073; Humanes de Madrid;Hombre;No consta;0
073; Humanes de Madrid;Hombre;Oceanía;0
073; Humanes de Madrid;Hombre;Otros países de América;0
073; Humanes de Madrid;Hombre;Otros países de Europa;0
073; Humanes de Madrid;Hombre;Unión Europea;92
073; Humanes de Madrid;Mujer;África;13
073; Humanes de Madrid;Mujer;América Central y del Caribe;2
073; Humanes de Madrid;Mujer;América del Norte;0
073; Humanes de Madrid;Mujer;América del Sur;3
073; Humanes de Madrid;Mujer;Apátridas;0
073; Humanes de Madrid;Mujer;Asia;5
073; Humanes de Madrid;Mujer;No consta;0
073; Humanes de Madrid;Mujer;Oceanía;0
073; Humanes de Madrid;Mujer;Otros países de América;0
073; Humanes de Madrid;Mujer;Otros países de Europa;0
073; Humanes de Madrid;Mujer;Unión Europea;74
074; Leganés;Hombre;África;53
074; Leganés;Hombre;América Central y del Caribe;9
074; Leganés;Hombre;América del Norte;0
074; Leganés;Hombre;América del Sur;29
074; Leganés;Hombre;Apátridas;0
074; Leganés;Hombre;Asia;7
074; Leganés;Hombre;No consta;0
074; Leganés;Hombre;Oceanía;0
074; Leganés;Hombre;Otros países de América;0
074; Leganés;Hombre;Otros países de Europa;11
074; Leganés;Hombre;Unión Europea;666
074; Leganés;Mujer;África;49
074; Leganés;Mujer;América Central y del Caribe;17
074; Leganés;Mujer;América del Norte;1
074; Leganés;Mujer;América del Sur;33
074; Leganés;Mujer;Apátridas;0
074; Leganés;Mujer;Asia;12
074; Leganés;Mujer;No consta;0
074; Leganés;Mujer;Oceanía;0
074; Leganés;Mujer;Otros países de América;0
074; Leganés;Mujer;Otros países de Europa;10
074; Leganés;Mujer;Unión Europea;625
075; Loeches;Hombre;África;2
075; Loeches;Hombre;América Central y del Caribe;1
075; Loeches;Hombre;América del Norte;1
075; Loeches;Hombre;América del Sur;1
075; Loeches;Hombre;Apátridas;0
075; Loeches;Hombre;Asia;0
075; Loeches;Hombre;No consta;0
075; Loeches;Hombre;Oceanía;0
075; Loeches;Hombre;Otros países de América;0
075; Loeches;Hombre;Otros países de Europa;0
075; Loeches;Hombre;Unión Europea;46
075; Loeches;Mujer;África;1
075; Loeches;Mujer;América Central y del Caribe;0
075; Loeches;Mujer;América del Norte;0
075; Loeches;Mujer;América del Sur;1
075; Loeches;Mujer;Apátridas;0
075; Loeches;Mujer;Asia;0
075; Loeches;Mujer;No consta;0
075; Loeches;Mujer;Oceanía;0
075; Loeches;Mujer;Otros países de América;0
075; Loeches;Mujer;Otros países de Europa;0
075; Loeches;Mujer;Unión Europea;56
076; Lozoya;Hombre;África;0
076; Lozoya;Hombre;América Central y del Caribe;0
076; Lozoya;Hombre;América del Norte;0
076; Lozoya;Hombre;América del Sur;0
076; Lozoya;Hombre;Apátridas;0
076; Lozoya;Hombre;Asia;0
076; Lozoya;Hombre;No consta;0
076; Lozoya;Hombre;Oceanía;0
076; Lozoya;Hombre;Otros países de América;0
076; Lozoya;Hombre;Otros países de Europa;0
076; Lozoya;Hombre;Unión Europea;3
076; Lozoya;Mujer;África;0
076; Lozoya;Mujer;América Central y del Caribe;0
076; Lozoya;Mujer;América del Norte;0
076; Lozoya;Mujer;América del Sur;0
076; Lozoya;Mujer;Apátridas;0
076; Lozoya;Mujer;Asia;0
076; Lozoya;Mujer;No consta;0
076; Lozoya;Mujer;Oceanía;0
076; Lozoya;Mujer;Otros países de América;0
076; Lozoya;Mujer;Otros países de Europa;0
076; Lozoya;Mujer;Unión Europea;1
901; Lozoyuela-Navas-Sieteiglesias;Hombre;África;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;América Central y del Caribe;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;América del Norte;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;América del Sur;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;Apátridas;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;Asia;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;No consta;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;Oceanía;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;Otros países de América;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;Otros países de Europa;0
901; Lozoyuela-Navas-Sieteiglesias;Hombre;Unión Europea;2
901; Lozoyuela-Navas-Sieteiglesias;Mujer;África;1
901; Lozoyuela-Navas-Sieteiglesias;Mujer;América Central y del Caribe;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;América del Norte;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;América del Sur;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;Apátridas;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;Asia;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;No consta;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;Oceanía;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;Otros países de América;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;Otros países de Europa;0
901; Lozoyuela-Navas-Sieteiglesias;Mujer;Unión Europea;5
078; Madarcos;Hombre;África;0
078; Madarcos;Hombre;América Central y del Caribe;0
078; Madarcos;Hombre;América del Norte;0
078; Madarcos;Hombre;América del Sur;0
078; Madarcos;Hombre;Apátridas;0
078; Madarcos;Hombre;Asia;0
078; Madarcos;Hombre;No consta;0
078; Madarcos;Hombre;Oceanía;0
078; Madarcos;Hombre;Otros países de América;0
078; Madarcos;Hombre;Otros países de Europa;0
078; Madarcos;Hombre;Unión Europea;1
078; Madarcos;Mujer;África;0
078; Madarcos;Mujer;América Central y del Caribe;0
078; Madarcos;Mujer;América del Norte;0
078; Madarcos;Mujer;América del Sur;0
078; Madarcos;Mujer;Apátridas;0
078; Madarcos;Mujer;Asia;0
078; Madarcos;Mujer;No consta;0
078; Madarcos;Mujer;Oceanía;0
078; Madarcos;Mujer;Otros países de América;0
078; Madarcos;Mujer;Otros países de Europa;0
078; Madarcos;Mujer;Unión Europea;0
079; Madrid;Hombre;África;407
079; Madrid;Hombre;América Central y del Caribe;397
079; Madrid;Hombre;América del Norte;70
079; Madrid;Hombre;América del Sur;1032
079; Madrid;Hombre;Apátridas;0
079; Madrid;Hombre;Asia;507
079; Madrid;Hombre;No consta;1
079; Madrid;Hombre;Oceanía;5
079; Madrid;Hombre;Otros países de América;0
079; Madrid;Hombre;Otros países de Europa;139
079; Madrid;Hombre;Unión Europea;12358
079; Madrid;Mujer;África;386
079; Madrid;Mujer;América Central y del Caribe;371
079; Madrid;Mujer;América del Norte;61
079; Madrid;Mujer;América del Sur;1074
079; Madrid;Mujer;Apátridas;1
079; Madrid;Mujer;Asia;468
079; Madrid;Mujer;No consta;0
079; Madrid;Mujer;Oceanía;0
079; Madrid;Mujer;Otros países de América;0
079; Madrid;Mujer;Otros países de Europa;114
079; Madrid;Mujer;Unión Europea;11641
080; Majadahonda;Hombre;África;3
080; Majadahonda;Hombre;América Central y del Caribe;7
080; Majadahonda;Hombre;América del Norte;5
080; Majadahonda;Hombre;América del Sur;19
080; Majadahonda;Hombre;Apátridas;0
080; Majadahonda;Hombre;Asia;6
080; Majadahonda;Hombre;No consta;0
080; Majadahonda;Hombre;Oceanía;1
080; Majadahonda;Hombre;Otros países de América;0
080; Majadahonda;Hombre;Otros países de Europa;1
080; Majadahonda;Hombre;Unión Europea;294
080; Majadahonda;Mujer;África;2
080; Majadahonda;Mujer;América Central y del Caribe;7
080; Majadahonda;Mujer;América del Norte;1
080; Majadahonda;Mujer;América del Sur;19
080; Majadahonda;Mujer;Apátridas;0
080; Majadahonda;Mujer;Asia;3
080; Majadahonda;Mujer;No consta;0
080; Majadahonda;Mujer;Oceanía;0
080; Majadahonda;Mujer;Otros países de América;0
080; Majadahonda;Mujer;Otros países de Europa;2
080; Majadahonda;Mujer;Unión Europea;270
082; Manzanares el Real;Hombre;África;4
082; Manzanares el Real;Hombre;América Central y del Caribe;0
082; Manzanares el Real;Hombre;América del Norte;0
082; Manzanares el Real;Hombre;América del Sur;3
082; Manzanares el Real;Hombre;Apátridas;0
082; Manzanares el Real;Hombre;Asia;0
082; Manzanares el Real;Hombre;No consta;0
082; Manzanares el Real;Hombre;Oceanía;0
082; Manzanares el Real;Hombre;Otros países de América;0
082; Manzanares el Real;Hombre;Otros países de Europa;0
082; Manzanares el Real;Hombre;Unión Europea;35
082; Manzanares el Real;Mujer;África;2
082; Manzanares el Real;Mujer;América Central y del Caribe;0
082; Manzanares el Real;Mujer;América del Norte;0
082; Manzanares el Real;Mujer;América del Sur;0
082; Manzanares el Real;Mujer;Apátridas;0
082; Manzanares el Real;Mujer;Asia;1
082; Manzanares el Real;Mujer;No consta;0
082; Manzanares el Real;Mujer;Oceanía;0
082; Manzanares el Real;Mujer;Otros países de América;0
082; Manzanares el Real;Mujer;Otros países de Europa;0
082; Manzanares el Real;Mujer;Unión Europea;37
083; Meco;Hombre;África;0
083; Meco;Hombre;América Central y del Caribe;0
083; Meco;Hombre;América del Norte;0
083; Meco;Hombre;América del Sur;1
083; Meco;Hombre;Apátridas;0
083; Meco;Hombre;Asia;0
083; Meco;Hombre;No consta;0
083; Meco;Hombre;Oceanía;0
083; Meco;Hombre;Otros países de América;0
083; Meco;Hombre;Otros países de Europa;0
083; Meco;Hombre;Unión Europea;56
083; Meco;Mujer;África;1
083; Meco;Mujer;América Central y del Caribe;1
083; Meco;Mujer;América del Norte;0
083; Meco;Mujer;América del Sur;3
083; Meco;Mujer;Apátridas;0
083; Meco;Mujer;Asia;1
083; Meco;Mujer;No consta;0
083; Meco;Mujer;Oceanía;0
083; Meco;Mujer;Otros países de América;0
083; Meco;Mujer;Otros países de Europa;0
083; Meco;Mujer;Unión Europea;51
084; Mejorada del Campo;Hombre;África;4
084; Mejorada del Campo;Hombre;América Central y del Caribe;0
084; Mejorada del Campo;Hombre;América del Norte;0
084; Mejorada del Campo;Hombre;América del Sur;0
084; Mejorada del Campo;Hombre;Apátridas;0
084; Mejorada del Campo;Hombre;Asia;0
084; Mejorada del Campo;Hombre;No consta;0
084; Mejorada del Campo;Hombre;Oceanía;0
084; Mejorada del Campo;Hombre;Otros países de América;0
084; Mejorada del Campo;Hombre;Otros países de Europa;0
084; Mejorada del Campo;Hombre;Unión Europea;91
084; Mejorada del Campo;Mujer;África;1
084; Mejorada del Campo;Mujer;América Central y del Caribe;0
084; Mejorada del Campo;Mujer;América del Norte;0
084; Mejorada del Campo;Mujer;América del Sur;5
084; Mejorada del Campo;Mujer;Apátridas;0
084; Mejorada del Campo;Mujer;Asia;1
084; Mejorada del Campo;Mujer;No consta;0
084; Mejorada del Campo;Mujer;Oceanía;0
084; Mejorada del Campo;Mujer;Otros países de América;0
084; Mejorada del Campo;Mujer;Otros países de Europa;2
084; Mejorada del Campo;Mujer;Unión Europea;114
085; Miraflores de la Sierra;Hombre;África;3
085; Miraflores de la Sierra;Hombre;América Central y del Caribe;1
085; Miraflores de la Sierra;Hombre;América del Norte;0
085; Miraflores de la Sierra;Hombre;América del Sur;0
085; Miraflores de la Sierra;Hombre;Apátridas;0
085; Miraflores de la Sierra;Hombre;Asia;0
085; Miraflores de la Sierra;Hombre;No consta;0
085; Miraflores de la Sierra;Hombre;Oceanía;0
085; Miraflores de la Sierra;Hombre;Otros países de América;0
085; Miraflores de la Sierra;Hombre;Otros países de Europa;0
085; Miraflores de la Sierra;Hombre;Unión Europea;12
085; Miraflores de la Sierra;Mujer;África;2
085; Miraflores de la Sierra;Mujer;América Central y del Caribe;0
085; Miraflores de la Sierra;Mujer;América del Norte;0
085; Miraflores de la Sierra;Mujer;América del Sur;0
085; Miraflores de la Sierra;Mujer;Apátridas;0
085; Miraflores de la Sierra;Mujer;Asia;0
085; Miraflores de la Sierra;Mujer;No consta;0
085; Miraflores de la Sierra;Mujer;Oceanía;0
085; Miraflores de la Sierra;Mujer;Otros países de América;0
085; Miraflores de la Sierra;Mujer;Otros países de Europa;0
085; Miraflores de la Sierra;Mujer;Unión Europea;15
086; Molar (El);Hombre;África;6
086; Molar (El);Hombre;América Central y del Caribe;2
086; Molar (El);Hombre;América del Norte;0
086; Molar (El);Hombre;América del Sur;2
086; Molar (El);Hombre;Apátridas;0
086; Molar (El);Hombre;Asia;0
086; Molar (El);Hombre;No consta;0
086; Molar (El);Hombre;Oceanía;0
086; Molar (El);Hombre;Otros países de América;0
086; Molar (El);Hombre;Otros países de Europa;2
086; Molar (El);Hombre;Unión Europea;46
086; Molar (El);Mujer;África;5
086; Molar (El);Mujer;América Central y del Caribe;1
086; Molar (El);Mujer;América del Norte;0
086; Molar (El);Mujer;América del Sur;3
086; Molar (El);Mujer;Apátridas;0
086; Molar (El);Mujer;Asia;1
086; Molar (El);Mujer;No consta;0
086; Molar (El);Mujer;Oceanía;0
086; Molar (El);Mujer;Otros países de América;0
086; Molar (El);Mujer;Otros países de Europa;1
086; Molar (El);Mujer;Unión Europea;36
087; Molinos (Los);Hombre;África;1
087; Molinos (Los);Hombre;América Central y del Caribe;0
087; Molinos (Los);Hombre;América del Norte;0
087; Molinos (Los);Hombre;América del Sur;0
087; Molinos (Los);Hombre;Apátridas;0
087; Molinos (Los);Hombre;Asia;1
087; Molinos (Los);Hombre;No consta;0
087; Molinos (Los);Hombre;Oceanía;0
087; Molinos (Los);Hombre;Otros países de América;0
087; Molinos (Los);Hombre;Otros países de Europa;0
087; Molinos (Los);Hombre;Unión Europea;13
087; Molinos (Los);Mujer;África;1
087; Molinos (Los);Mujer;América Central y del Caribe;0
087; Molinos (Los);Mujer;América del Norte;0
087; Molinos (Los);Mujer;América del Sur;1
087; Molinos (Los);Mujer;Apátridas;0
087; Molinos (Los);Mujer;Asia;0
087; Molinos (Los);Mujer;No consta;0
087; Molinos (Los);Mujer;Oceanía;0
087; Molinos (Los);Mujer;Otros países de América;0
087; Molinos (Los);Mujer;Otros países de Europa;0
087; Molinos (Los);Mujer;Unión Europea;10
088; Montejo de la Sierra;Hombre;África;0
088; Montejo de la Sierra;Hombre;América Central y del Caribe;0
088; Montejo de la Sierra;Hombre;América del Norte;0
088; Montejo de la Sierra;Hombre;América del Sur;0
088; Montejo de la Sierra;Hombre;Apátridas;0
088; Montejo de la Sierra;Hombre;Asia;0
088; Montejo de la Sierra;Hombre;No consta;0
088; Montejo de la Sierra;Hombre;Oceanía;0
088; Montejo de la Sierra;Hombre;Otros países de América;0
088; Montejo de la Sierra;Hombre;Otros países de Europa;0
088; Montejo de la Sierra;Hombre;Unión Europea;0
088; Montejo de la Sierra;Mujer;África;0
088; Montejo de la Sierra;Mujer;América Central y del Caribe;0
088; Montejo de la Sierra;Mujer;América del Norte;0
088; Montejo de la Sierra;Mujer;América del Sur;0
088; Montejo de la Sierra;Mujer;Apátridas;0
088; Montejo de la Sierra;Mujer;Asia;0
088; Montejo de la Sierra;Mujer;No consta;0
088; Montejo de la Sierra;Mujer;Oceanía;0
088; Montejo de la Sierra;Mujer;Otros países de América;0
088; Montejo de la Sierra;Mujer;Otros países de Europa;0
088; Montejo de la Sierra;Mujer;Unión Europea;0
089; Moraleja de Enmedio;Hombre;África;1
089; Moraleja de Enmedio;Hombre;América Central y del Caribe;0
089; Moraleja de Enmedio;Hombre;América del Norte;0
089; Moraleja de Enmedio;Hombre;América del Sur;0
089; Moraleja de Enmedio;Hombre;Apátridas;0
089; Moraleja de Enmedio;Hombre;Asia;0
089; Moraleja de Enmedio;Hombre;No consta;0
089; Moraleja de Enmedio;Hombre;Oceanía;0
089; Moraleja de Enmedio;Hombre;Otros países de América;0
089; Moraleja de Enmedio;Hombre;Otros países de Europa;0
089; Moraleja de Enmedio;Hombre;Unión Europea;13
089; Moraleja de Enmedio;Mujer;África;2
089; Moraleja de Enmedio;Mujer;América Central y del Caribe;0
089; Moraleja de Enmedio;Mujer;América del Norte;0
089; Moraleja de Enmedio;Mujer;América del Sur;2
089; Moraleja de Enmedio;Mujer;Apátridas;0
089; Moraleja de Enmedio;Mujer;Asia;0
089; Moraleja de Enmedio;Mujer;No consta;0
089; Moraleja de Enmedio;Mujer;Oceanía;0
089; Moraleja de Enmedio;Mujer;Otros países de América;0
089; Moraleja de Enmedio;Mujer;Otros países de Europa;0
089; Moraleja de Enmedio;Mujer;Unión Europea;14
090; Moralzarzal;Hombre;África;5
090; Moralzarzal;Hombre;América Central y del Caribe;0
090; Moralzarzal;Hombre;América del Norte;0
090; Moralzarzal;Hombre;América del Sur;1
090; Moralzarzal;Hombre;Apátridas;0
090; Moralzarzal;Hombre;Asia;0
090; Moralzarzal;Hombre;No consta;0
090; Moralzarzal;Hombre;Oceanía;0
090; Moralzarzal;Hombre;Otros países de América;0
090; Moralzarzal;Hombre;Otros países de Europa;0
090; Moralzarzal;Hombre;Unión Europea;34
090; Moralzarzal;Mujer;África;2
090; Moralzarzal;Mujer;América Central y del Caribe;0
090; Moralzarzal;Mujer;América del Norte;0
090; Moralzarzal;Mujer;América del Sur;0
090; Moralzarzal;Mujer;Apátridas;0
090; Moralzarzal;Mujer;Asia;0
090; Moralzarzal;Mujer;No consta;0
090; Moralzarzal;Mujer;Oceanía;0
090; Moralzarzal;Mujer;Otros países de América;0
090; Moralzarzal;Mujer;Otros países de Europa;0
090; Moralzarzal;Mujer;Unión Europea;35
091; Morata de Tajuña;Hombre;África;1
091; Morata de Tajuña;Hombre;América Central y del Caribe;0
091; Morata de Tajuña;Hombre;América del Norte;0
091; Morata de Tajuña;Hombre;América del Sur;1
091; Morata de Tajuña;Hombre;Apátridas;0
091; Morata de Tajuña;Hombre;Asia;0
091; Morata de Tajuña;Hombre;No consta;0
091; Morata de Tajuña;Hombre;Oceanía;0
091; Morata de Tajuña;Hombre;Otros países de América;0
091; Morata de Tajuña;Hombre;Otros países de Europa;2
091; Morata de Tajuña;Hombre;Unión Europea;32
091; Morata de Tajuña;Mujer;África;1
091; Morata de Tajuña;Mujer;América Central y del Caribe;0
091; Morata de Tajuña;Mujer;América del Norte;0
091; Morata de Tajuña;Mujer;América del Sur;0
091; Morata de Tajuña;Mujer;Apátridas;0
091; Morata de Tajuña;Mujer;Asia;1
091; Morata de Tajuña;Mujer;No consta;0
091; Morata de Tajuña;Mujer;Oceanía;0
091; Morata de Tajuña;Mujer;Otros países de América;0
091; Morata de Tajuña;Mujer;Otros países de Europa;1
091; Morata de Tajuña;Mujer;Unión Europea;30
092; Móstoles;Hombre;África;65
092; Móstoles;Hombre;América Central y del Caribe;15
092; Móstoles;Hombre;América del Norte;2
092; Móstoles;Hombre;América del Sur;31
092; Móstoles;Hombre;Apátridas;0
092; Móstoles;Hombre;Asia;9
092; Móstoles;Hombre;No consta;0
092; Móstoles;Hombre;Oceanía;0
092; Móstoles;Hombre;Otros países de América;0
092; Móstoles;Hombre;Otros países de Europa;16
092; Móstoles;Hombre;Unión Europea;878
092; Móstoles;Mujer;África;64
092; Móstoles;Mujer;América Central y del Caribe;3
092; Móstoles;Mujer;América del Norte;1
092; Móstoles;Mujer;América del Sur;36
092; Móstoles;Mujer;Apátridas;0
092; Móstoles;Mujer;Asia;6
092; Móstoles;Mujer;No consta;0
092; Móstoles;Mujer;Oceanía;0
092; Móstoles;Mujer;Otros países de América;0
